name,id,xloc,yloc,cell,orient,routing_demand,congestion,capacity,GRC_Index,pin_count,pin_total
U5289,1849,51200,66048,56,6,28.0,-8.0,36.0,"(43, 33)",5,15
U5290,1850,50304,69120,56,6,30.0,1.0,29.0,"(45, 32)",5,12
U5291,1851,52864,69120,50,0,31.0,2.0,29.0,"(45, 34)",4,19
U5292,1852,67456,75264,46,0,31.0,-5.0,36.0,"(49, 43)",5,20
U5293,1853,55808,78336,9,6,18.0,-12.0,30.0,"(51, 36)",5,10
U5294,1854,54016,78336,9,6,23.0,-6.0,29.0,"(51, 34)",5,10
U5295,1855,53120,75264,9,0,28.0,-8.0,36.0,"(49, 34)",5,20
U5296,1856,49920,44544,56,0,25.0,-4.0,29.0,"(29, 32)",5,15
U5297,1857,50816,44544,56,0,25.0,-4.0,29.0,"(29, 32)",5,15
U5298,1858,50048,47616,56,6,22.0,-7.0,29.0,"(31, 32)",5,19
U5299,1859,50944,47616,50,6,22.0,-7.0,29.0,"(31, 32)",4,19
U5300,1860,54912,78336,46,6,22.0,-5.0,27.0,"(51, 35)",5,16
U5301,1861,69888,72192,9,0,19.0,-7.0,26.0,"(47, 45)",5,20
U5302,1862,66176,75264,9,6,28.0,-8.0,36.0,"(49, 42)",5,15
U5303,1863,68992,72192,9,0,28.0,-6.0,34.0,"(47, 44)",5,15
U5304,1864,56320,69120,56,0,28.0,-8.0,36.0,"(45, 36)",5,15
U5305,1865,54656,66048,56,0,25.0,-6.0,31.0,"(43, 35)",5,15
U5306,1866,53632,69120,56,0,31.0,2.0,29.0,"(45, 34)",5,19
U5307,1867,55168,72192,50,6,22.0,-9.0,31.0,"(47, 35)",4,14
U5308,1868,68864,75264,46,6,28.0,-8.0,36.0,"(49, 44)",5,15
U5309,1869,11776,66048,9,0,29.0,-7.0,36.0,"(43, 7)",5,20
U5310,1870,9088,66048,9,0,29.0,-6.0,35.0,"(43, 5)",5,20
U5311,1871,8192,62976,9,0,27.0,-9.0,36.0,"(41, 5)",5,15
U5312,1872,31232,59904,56,0,28.0,-8.0,36.0,"(39, 20)",5,18
U5313,1873,33664,59904,56,0,21.0,-9.0,30.0,"(39, 21)",5,18
U5314,1874,31616,56832,56,0,31.0,-5.0,36.0,"(37, 20)",5,14
U5315,1875,33664,59904,50,4,21.0,-9.0,30.0,"(39, 21)",4,18
U5316,1876,8192,66048,46,6,29.0,-6.0,35.0,"(43, 5)",5,20
U5317,1877,68864,32256,9,6,26.0,-8.0,34.0,"(21, 44)",5,5
U5318,1878,70656,32256,9,0,24.0,-2.0,26.0,"(21, 45)",5,25
U5319,1879,67968,32256,9,6,29.0,-7.0,36.0,"(21, 43)",5,19
U5320,1880,59008,35328,56,0,29.0,-7.0,36.0,"(23, 38)",5,18
U5321,1881,59008,38400,56,6,28.0,-8.0,36.0,"(25, 38)",5,14
U5322,1882,55424,38400,56,6,26.0,-5.0,31.0,"(25, 35)",5,20
U5323,1883,59904,35328,50,0,29.0,-7.0,36.0,"(23, 38)",4,18
U5324,1884,69760,32256,46,4,24.0,-2.0,26.0,"(21, 45)",5,25
U5325,1885,31232,78336,9,6,26.0,-10.0,36.0,"(51, 20)",5,20
U5326,1886,30208,78336,9,0,23.0,-4.0,27.0,"(51, 19)",5,10
U5327,1887,31232,75264,9,0,30.0,-6.0,36.0,"(49, 20)",5,15
U5328,1888,36864,69120,56,6,30.0,-6.0,36.0,"(45, 23)",5,19
U5329,1889,36992,66048,56,6,27.0,-9.0,36.0,"(43, 23)",5,19
U5330,1890,34304,69120,56,6,24.0,-10.0,34.0,"(45, 22)",5,17
U5331,1891,36096,69120,50,6,30.0,-6.0,36.0,"(45, 23)",4,19
U5332,1892,31488,78336,46,0,26.0,-10.0,36.0,"(51, 20)",5,20
U5333,1893,11648,44544,9,0,31.0,-5.0,36.0,"(29, 7)",5,20
U5334,1894,9856,44544,9,0,26.0,-3.0,29.0,"(29, 6)",5,15
U5335,1895,8320,44544,9,6,28.0,-7.0,35.0,"(29, 5)",5,10
U5336,1896,30848,44544,56,0,28.0,-8.0,36.0,"(29, 19)",5,20
U5337,1897,34688,47616,56,6,21.0,-9.0,30.0,"(31, 22)",5,17
U5338,1898,32768,47616,56,6,22.0,-2.0,24.0,"(31, 21)",5,9
U5339,1899,33920,47616,50,6,22.0,-2.0,24.0,"(31, 21)",4,9
U5340,1900,10368,44544,46,6,26.0,-3.0,29.0,"(29, 6)",5,15
U5341,1901,23808,10752,9,0,25.0,-11.0,36.0,"(7, 15)",5,15
U5342,1902,24192,10752,9,6,25.0,-11.0,36.0,"(7, 15)",5,15
U5343,1903,24704,7680,9,0,26.0,-10.0,36.0,"(5, 15)",5,10
U5344,1904,37888,26112,56,6,22.0,-4.0,26.0,"(17, 24)",5,22
U5345,1905,39680,26112,56,6,28.0,-8.0,36.0,"(17, 25)",5,15
U5346,1906,38912,26112,56,0,28.0,-8.0,36.0,"(17, 25)",5,15
U5347,1907,38784,26112,50,6,22.0,-4.0,26.0,"(17, 24)",4,22
U5348,1908,22912,7680,46,0,24.0,-5.0,29.0,"(5, 14)",5,26
U5349,1909,50688,7680,9,0,19.0,-10.0,29.0,"(5, 32)",5,15
U5350,1910,47232,7680,9,6,27.0,-7.0,34.0,"(5, 30)",5,15
U5351,1911,40448,4608,9,0,25.0,-8.0,33.0,"(3, 26)",5,10
U5352,1912,51072,26112,56,6,25.0,-4.0,29.0,"(17, 32)",5,18
U5353,1913,49408,26112,56,6,26.0,-9.0,35.0,"(17, 31)",5,17
U5354,1914,48896,26112,56,0,26.0,-9.0,35.0,"(17, 31)",5,17
U5355,1915,50304,26112,50,6,25.0,-4.0,29.0,"(17, 32)",4,18
U5356,1916,51328,7680,46,6,24.0,-12.0,36.0,"(5, 33)",5,20
U5359,1917,12160,16896,9,6,27.0,-9.0,36.0,"(11, 7)",5,10
U5362,1918,11264,13824,9,6,29.0,-7.0,36.0,"(9, 7)",5,20
U5365,1919,9088,13824,9,6,28.0,-8.0,36.0,"(9, 5)",5,20
U5368,1920,30464,26112,56,6,20.0,-7.0,27.0,"(17, 19)",5,15
U5371,1921,31104,26112,56,0,20.0,-7.0,27.0,"(17, 19)",5,15
U5374,1922,29568,26112,56,6,31.0,-2.0,33.0,"(17, 18)",5,14
U5375,1923,31360,26112,50,6,26.0,-10.0,36.0,"(17, 20)",4,13
U5376,1924,10368,13824,46,6,24.0,-12.0,36.0,"(9, 6)",5,15
U5377,1925,69760,56832,9,6,29.0,-7.0,36.0,"(37, 45)",5,20
U5378,1926,69760,56832,9,0,29.0,-7.0,36.0,"(37, 45)",5,20
U5379,1927,68992,53760,9,0,29.0,-5.0,34.0,"(35, 44)",5,17
U5380,1928,60800,44544,56,6,33.0,-3.0,36.0,"(29, 39)",5,18
U5381,1929,59776,41472,56,0,29.0,-7.0,36.0,"(27, 38)",5,19
U5382,1930,55552,44544,56,6,29.0,-7.0,36.0,"(29, 35)",5,19
U5383,1931,61440,44544,50,0,33.0,-3.0,36.0,"(29, 39)",4,18
U5384,1932,68608,56832,46,6,29.0,-7.0,36.0,"(37, 44)",5,10
U5385,1933,69504,50688,9,6,31.0,-3.0,34.0,"(33, 44)",5,10
U5386,1934,69888,50688,9,0,24.0,-2.0,26.0,"(33, 45)",5,20
U5387,1935,68864,47616,9,0,30.0,-4.0,34.0,"(31, 44)",5,15
U5388,1936,52608,44544,56,0,27.0,-9.0,36.0,"(29, 33)",5,20
U5389,1937,51712,44544,56,0,27.0,-9.0,36.0,"(29, 33)",5,20
U5390,1938,51712,47616,56,6,28.0,-8.0,36.0,"(31, 33)",5,14
U5391,1939,54272,47616,50,6,29.0,-2.0,31.0,"(31, 35)",4,19
U5392,1940,68608,50688,46,6,31.0,-3.0,34.0,"(33, 44)",5,10
U5393,1941,12672,35328,9,0,30.0,-6.0,36.0,"(23, 7)",5,20
U5394,1942,9984,38400,9,6,29.0,-7.0,36.0,"(25, 6)",5,20
U5395,1943,9088,38400,9,6,28.0,-8.0,36.0,"(25, 5)",5,20
U5396,1944,31104,38400,56,0,21.0,-6.0,27.0,"(25, 19)",5,19
U5397,1945,34560,41472,56,6,23.0,-7.0,30.0,"(27, 22)",5,17
U5398,1946,31104,41472,56,6,24.0,-3.0,27.0,"(27, 19)",5,18
U5399,1947,30336,41472,50,6,24.0,-3.0,27.0,"(27, 19)",4,18
U5400,1948,10880,38400,46,6,29.0,-7.0,36.0,"(25, 6)",5,20
U5401,1949,13568,13824,9,0,21.0,-7.0,28.0,"(9, 8)",5,15
U5402,1950,10880,13824,9,0,24.0,-12.0,36.0,"(9, 6)",5,15
U5403,1951,8192,13824,9,6,28.0,-8.0,36.0,"(9, 5)",5,20
U5404,1952,27008,26112,56,0,31.0,-5.0,36.0,"(17, 17)",5,20
U5405,1953,29184,29184,56,6,24.0,-9.0,33.0,"(19, 18)",5,14
U5406,1954,26880,26112,56,6,31.0,-5.0,36.0,"(17, 17)",5,20
U5407,1955,26240,26112,50,0,22.0,-6.0,28.0,"(17, 16)",4,15
U5408,1956,9984,13824,46,0,24.0,-12.0,36.0,"(9, 6)",5,15
U5409,1957,13056,59904,9,6,29.0,-7.0,36.0,"(39, 8)",5,20
U5410,1958,11264,59904,9,6,24.0,-7.0,31.0,"(39, 7)",5,15
U5411,1959,8192,59904,9,6,25.0,-6.0,31.0,"(39, 5)",5,11
U5412,1960,28928,50688,56,0,28.0,-5.0,33.0,"(33, 18)",5,5
U5413,1961,30720,50688,56,0,29.0,2.0,27.0,"(33, 19)",5,24
U5414,1962,29952,53760,56,6,24.0,-3.0,27.0,"(35, 19)",5,18
U5415,1963,30848,56832,50,6,27.0,-9.0,36.0,"(37, 19)",4,19
U5416,1964,10368,59904,46,6,20.0,-3.0,23.0,"(39, 6)",5,5
U5417,1965,62848,78336,9,6,20.0,-9.0,29.0,"(51, 40)",5,10
U5418,1966,63744,78336,9,6,26.0,-10.0,36.0,"(51, 41)",5,15
U5419,1967,60288,75264,9,0,29.0,-7.0,36.0,"(49, 38)",5,20
U5420,1968,49280,69120,56,6,30.0,-5.0,35.0,"(45, 31)",5,14
U5421,1969,47872,66048,56,6,28.0,-6.0,34.0,"(43, 30)",5,19
U5422,1970,47488,69120,56,6,25.0,-9.0,34.0,"(45, 30)",5,19
U5423,1971,48384,69120,50,6,30.0,-5.0,35.0,"(45, 31)",4,14
U5424,1972,64384,78336,46,0,26.0,-10.0,36.0,"(51, 41)",5,15
U5425,1973,68352,78336,9,6,25.0,-9.0,34.0,"(51, 44)",5,10
U5426,1974,66560,78336,9,6,26.0,-10.0,36.0,"(51, 43)",5,10
U5427,1975,66560,75264,9,0,31.0,-5.0,36.0,"(49, 43)",5,20
U5428,1976,57216,69120,56,0,28.0,-8.0,36.0,"(45, 36)",5,15
U5429,1977,56448,66048,56,0,31.0,-5.0,36.0,"(43, 36)",5,10
U5430,1978,55424,69120,56,0,29.0,-2.0,31.0,"(45, 35)",5,19
U5431,1979,57728,72192,50,2,27.0,-1.0,28.0,"(47, 37)",4,14
U5432,1980,67456,78336,46,6,26.0,-10.0,36.0,"(51, 43)",5,10
U5433,1981,34048,10752,9,6,24.0,-6.0,30.0,"(7, 21)",5,20
U5434,1982,34304,7680,9,0,32.0,-2.0,34.0,"(5, 22)",5,20
U5435,1983,32512,7680,9,0,30.0,-6.0,36.0,"(5, 20)",5,10
U5436,1984,35200,26112,56,0,28.0,-6.0,34.0,"(17, 22)",5,15
U5437,1985,34304,26112,56,0,28.0,-6.0,34.0,"(17, 22)",5,15
U5438,1986,33664,29184,56,0,27.0,-3.0,30.0,"(19, 21)",5,15
U5439,1987,34688,29184,50,6,29.0,-5.0,34.0,"(19, 22)",4,18
U5440,1988,34688,7680,46,6,32.0,-2.0,34.0,"(5, 22)",5,20
U5441,1989,11776,35328,9,0,30.0,-6.0,36.0,"(23, 7)",5,20
U5442,1990,9984,29184,9,0,26.0,-3.0,29.0,"(19, 6)",5,20
U5443,1991,9984,29184,9,6,26.0,-3.0,29.0,"(19, 6)",5,20
U5444,1992,32256,29184,56,6,29.0,-7.0,36.0,"(19, 20)",5,14
U5445,1993,33408,26112,56,0,23.0,-7.0,30.0,"(17, 21)",5,10
U5446,1994,30976,29184,56,0,24.0,-3.0,27.0,"(19, 19)",5,15
U5447,1995,31488,29184,50,6,29.0,-7.0,36.0,"(19, 20)",4,14
U5448,1996,10880,26112,46,0,19.0,-5.0,24.0,"(17, 6)",5,11
U5449,1997,13056,44544,9,6,30.0,-6.0,36.0,"(29, 8)",5,15
U5450,1998,10880,41472,9,0,23.0,-6.0,29.0,"(27, 6)",5,15
U5451,1999,9088,41472,9,0,26.0,-9.0,35.0,"(27, 5)",5,20
U5452,2000,38784,44544,56,0,28.0,-8.0,36.0,"(29, 24)",5,14
U5453,2001,40960,44544,56,6,28.0,-5.0,33.0,"(29, 26)",5,12
U5454,2002,37888,44544,56,0,28.0,-8.0,36.0,"(29, 24)",5,14
U5455,2003,38400,44544,50,6,28.0,-8.0,36.0,"(29, 24)",4,14
U5456,2004,11776,41472,46,0,28.0,-8.0,36.0,"(27, 7)",5,11
U5457,2005,15744,13824,9,6,23.0,-9.0,32.0,"(9, 9)",5,20
U5458,2006,15232,10752,9,6,26.0,-6.0,32.0,"(7, 9)",5,20
U5459,2007,15616,7680,9,6,25.0,-7.0,32.0,"(5, 9)",5,15
U5460,2008,27776,26112,56,6,31.0,-5.0,36.0,"(17, 17)",5,20
U5461,2009,30080,26112,56,0,20.0,-7.0,27.0,"(17, 19)",5,15
U5462,2010,28672,26112,56,6,31.0,-2.0,33.0,"(17, 18)",5,14
U5463,2011,28800,26112,50,0,31.0,-2.0,33.0,"(17, 18)",4,14
U5464,2012,15360,7680,46,0,25.0,-7.0,32.0,"(5, 9)",5,15
U5466,2013,4352,78336,48,6,14.0,-22.0,36.0,"(51, 2)",3,11
U5471,2014,43392,72192,9,0,31.0,0.0,31.0,"(47, 27)",5,20
U5474,2015,7552,72192,0,6,24.0,-9.0,33.0,"(47, 4)",3,9
U5476,2016,41984,75264,9,6,31.0,-5.0,36.0,"(49, 27)",5,20
U5477,2017,10240,69120,0,0,23.0,-6.0,29.0,"(45, 6)",3,16
U5479,2018,8192,69120,0,0,28.0,-7.0,35.0,"(45, 5)",3,12
U5481,2019,40704,72192,9,0,29.0,-4.0,33.0,"(47, 26)",5,15
U5486,2020,42752,56832,56,6,26.0,-5.0,31.0,"(37, 27)",5,13
U5492,2021,43136,53760,56,0,29.0,-7.0,36.0,"(35, 27)",5,16
U5497,2022,40448,53760,56,6,31.0,-5.0,36.0,"(35, 26)",5,22
U5498,2023,43008,56832,50,0,26.0,-5.0,31.0,"(37, 27)",4,13
U5499,2024,40832,75264,46,6,26.0,-10.0,36.0,"(49, 26)",5,15
U5500,2025,71936,44544,9,6,29.0,-7.0,36.0,"(29, 46)",5,10
U5501,2026,72832,41472,9,0,30.0,-1.0,31.0,"(27, 47)",5,20
U5502,2027,70144,41472,9,0,23.0,-3.0,26.0,"(27, 45)",5,20
U5503,2028,49280,47616,56,0,25.0,-8.0,33.0,"(31, 31)",5,19
U5504,2029,47360,47616,56,6,24.0,-7.0,31.0,"(31, 30)",5,9
U5505,2030,43264,50688,56,6,26.0,-2.0,28.0,"(33, 27)",5,16
U5506,2031,46336,50688,50,6,25.0,-1.0,26.0,"(33, 29)",4,17
U5507,2032,71040,44544,46,6,32.0,-4.0,36.0,"(29, 45)",5,22
U5508,2033,42624,13824,9,0,30.0,-6.0,36.0,"(9, 27)",5,15
U5509,2034,41728,13824,9,0,26.0,-10.0,36.0,"(9, 26)",5,20
U5510,2035,39040,13824,9,0,29.0,-7.0,36.0,"(9, 25)",5,20
U5511,2036,44928,29184,56,6,27.0,-9.0,36.0,"(19, 28)",5,15
U5512,2037,44032,29184,56,0,27.0,-9.0,36.0,"(19, 28)",5,15
U5513,2038,41856,29184,56,6,27.0,-6.0,33.0,"(19, 26)",5,20
U5514,2039,44160,26112,50,0,30.0,-6.0,36.0,"(17, 28)",4,14
U5515,2040,40704,13824,46,6,26.0,-10.0,36.0,"(9, 26)",5,20
U5516,2041,50560,16896,9,6,24.0,-5.0,29.0,"(11, 32)",5,15
U5517,2042,48896,13824,9,0,25.0,-11.0,36.0,"(9, 31)",5,10
U5518,2043,44416,13824,9,0,29.0,-7.0,36.0,"(9, 28)",5,15
U5519,2044,51968,29184,56,6,25.0,-11.0,36.0,"(19, 33)",5,17
U5520,2045,52480,29184,56,0,25.0,-11.0,36.0,"(19, 33)",5,17
U5521,2046,51200,29184,56,0,25.0,-11.0,36.0,"(19, 33)",5,17
U5522,2047,52864,29184,50,6,25.0,-4.0,29.0,"(19, 34)",4,13
U5523,2048,50688,13824,46,0,26.0,-10.0,36.0,"(9, 32)",5,20
U5524,2049,72320,59904,9,6,26.0,-10.0,36.0,"(39, 46)",5,20
U5525,2050,71296,62976,9,6,27.0,-9.0,36.0,"(41, 46)",5,20
U5526,2051,69760,59904,9,0,29.0,-7.0,36.0,"(39, 45)",5,20
U5527,2052,58880,47616,56,0,30.0,-6.0,36.0,"(31, 38)",5,18
U5528,2053,58368,50688,56,6,25.0,-3.0,28.0,"(33, 37)",5,15
U5529,2054,59392,50688,56,6,32.0,-4.0,36.0,"(33, 38)",5,21
U5530,2055,60288,50688,50,6,32.0,-4.0,36.0,"(33, 38)",4,21
U5531,2056,71424,59904,46,6,26.0,-10.0,36.0,"(39, 46)",5,20
U5532,2057,71296,19968,9,6,25.0,-11.0,36.0,"(13, 46)",5,20
U5533,2058,72576,19968,9,0,25.0,-11.0,36.0,"(13, 46)",5,20
U5534,2059,69376,19968,9,6,26.0,-10.0,36.0,"(13, 44)",5,20
U5535,2060,57856,29184,56,6,23.0,-5.0,28.0,"(19, 37)",5,18
U5536,2061,58368,29184,56,0,23.0,-5.0,28.0,"(19, 37)",5,18
U5537,2062,54784,29184,56,6,27.0,-4.0,31.0,"(19, 35)",5,15
U5538,2063,58752,29184,50,6,23.0,-5.0,28.0,"(19, 37)",4,18
U5539,2064,70272,19968,46,6,31.0,-5.0,36.0,"(13, 45)",5,15
U5540,2065,35328,72192,9,0,33.0,-1.0,34.0,"(47, 22)",5,17
U5541,2066,36224,72192,9,0,31.0,-5.0,36.0,"(47, 23)",5,15
U5542,2067,34432,72192,9,0,33.0,-1.0,34.0,"(47, 22)",5,17
U5543,2068,38400,56832,56,6,26.0,-10.0,36.0,"(37, 24)",5,21
U5544,2069,36864,53760,56,0,27.0,-9.0,36.0,"(35, 23)",5,15
U5545,2070,36480,53760,56,6,27.0,-9.0,36.0,"(35, 23)",5,15
U5546,2071,37632,56832,50,6,26.0,-10.0,36.0,"(37, 24)",4,21
U5547,2072,32768,75264,46,6,30.0,-6.0,36.0,"(49, 21)",5,15
U5548,2073,71040,35328,9,6,28.0,-8.0,36.0,"(23, 45)",5,15
U5549,2074,71936,35328,9,6,24.0,-12.0,36.0,"(23, 46)",5,10
U5550,2075,70528,35328,9,0,28.0,-8.0,36.0,"(23, 45)",5,15
U5551,2076,58624,32256,56,0,21.0,-7.0,28.0,"(21, 37)",5,20
U5552,2077,59520,32256,56,0,31.0,-5.0,36.0,"(21, 38)",5,14
U5553,2078,57728,32256,56,0,21.0,-7.0,28.0,"(21, 37)",5,20
U5554,2079,58240,35328,50,6,29.0,-7.0,36.0,"(23, 37)",4,13
U5555,2080,70144,35328,46,6,28.0,-8.0,36.0,"(23, 45)",5,15
U5558,2081,72320,26112,9,6,26.0,-10.0,36.0,"(17, 46)",5,15
U5561,2082,72320,26112,9,0,26.0,-10.0,36.0,"(17, 46)",5,15
U5564,2083,70144,26112,9,0,19.0,-7.0,26.0,"(17, 45)",5,20
U5567,2084,56960,29184,56,6,29.0,-7.0,36.0,"(19, 36)",5,16
U5570,2085,56448,29184,56,0,29.0,-7.0,36.0,"(19, 36)",5,16
U5573,2086,54272,29184,56,0,27.0,-4.0,31.0,"(19, 35)",5,15
U5574,2087,58112,29184,50,4,23.0,-5.0,28.0,"(19, 37)",4,18
U5575,2088,71040,26112,46,0,19.0,-7.0,26.0,"(17, 45)",5,20
U5576,2089,25472,72192,9,0,25.0,-3.0,28.0,"(47, 16)",5,15
U5577,2090,23680,72192,9,0,30.0,-6.0,36.0,"(47, 15)",5,20
U5578,2091,22528,69120,9,0,29.0,0.0,29.0,"(45, 14)",5,21
U5579,2092,28160,56832,56,0,27.0,-9.0,36.0,"(37, 18)",5,17
U5580,2093,29952,56832,56,6,27.0,-9.0,36.0,"(37, 19)",5,19
U5581,2094,28544,53760,56,0,32.0,-1.0,33.0,"(35, 18)",5,14
U5582,2095,29056,56832,50,0,27.0,-9.0,36.0,"(37, 18)",4,17
U5583,2096,24576,72192,46,0,30.0,-6.0,36.0,"(47, 15)",5,20
U5584,2097,70400,16896,9,0,22.0,-14.0,36.0,"(11, 45)",5,15
U5585,2098,71680,19968,9,0,25.0,-11.0,36.0,"(13, 46)",5,20
U5586,2099,69376,16896,9,0,26.0,-10.0,36.0,"(11, 44)",5,15
U5587,2100,58240,26112,56,0,23.0,-5.0,28.0,"(17, 37)",5,15
U5588,2101,59264,29184,56,0,30.0,-6.0,36.0,"(19, 38)",5,14
U5589,2102,55296,26112,56,0,26.0,-5.0,31.0,"(17, 35)",5,19
U5590,2103,59904,26112,50,0,29.0,-7.0,36.0,"(17, 38)",4,17
U5591,2104,70528,16896,46,6,22.0,-14.0,36.0,"(11, 45)",5,15
U5592,2105,67584,66048,9,0,29.0,-7.0,36.0,"(43, 43)",5,10
U5593,2106,66560,69120,9,0,33.0,-3.0,36.0,"(45, 43)",5,20
U5594,2107,67712,72192,9,6,30.0,-6.0,36.0,"(47, 43)",5,15
U5595,2108,54528,53760,56,0,25.0,-6.0,31.0,"(35, 35)",5,20
U5596,2109,55680,53760,56,6,25.0,-6.0,31.0,"(35, 35)",5,20
U5597,2110,54784,53760,56,6,25.0,-6.0,31.0,"(35, 35)",5,20
U5598,2111,56320,53760,50,0,29.0,-7.0,36.0,"(35, 36)",4,14
U5599,2112,66560,69120,46,6,33.0,-3.0,36.0,"(45, 43)",5,20
U5600,2113,50432,72192,9,0,25.0,-4.0,29.0,"(47, 32)",5,10
U5601,2114,49152,75264,9,6,28.0,-8.0,36.0,"(49, 31)",5,20
U5602,2115,47872,72192,9,0,32.0,-2.0,34.0,"(47, 30)",5,15
U5603,2116,48896,50688,56,0,28.0,-7.0,35.0,"(33, 31)",5,14
U5604,2117,46464,50688,56,0,25.0,-1.0,26.0,"(33, 29)",5,17
U5605,2118,43776,53760,56,6,29.0,-7.0,36.0,"(35, 28)",5,12
U5606,2119,45696,53760,50,4,23.0,-3.0,26.0,"(35, 29)",4,18
U5607,2120,48768,72192,46,0,28.0,-7.0,35.0,"(47, 31)",5,10
U5608,2121,65664,69120,9,0,24.0,-4.0,28.0,"(45, 42)",5,10
U5609,2122,65920,72192,9,6,22.0,-6.0,28.0,"(47, 42)",5,20
U5610,2123,64128,72192,9,6,32.0,-4.0,36.0,"(47, 41)",5,15
U5611,2124,59136,53760,56,6,31.0,-5.0,36.0,"(35, 38)",5,19
U5612,2125,57472,53760,56,6,32.0,-4.0,36.0,"(35, 37)",5,14
U5613,2126,57984,50688,56,0,25.0,-3.0,28.0,"(33, 37)",5,15
U5614,2127,58368,53760,50,6,32.0,-4.0,36.0,"(35, 37)",4,14
U5615,2128,64768,69120,46,0,31.0,-5.0,36.0,"(45, 41)",5,20
U5616,2129,10880,66048,9,0,28.0,-1.0,29.0,"(43, 6)",5,20
U5617,2130,8192,69120,9,6,28.0,-7.0,35.0,"(45, 5)",5,12
U5618,2131,9088,62976,9,0,27.0,-9.0,36.0,"(41, 5)",5,15
U5619,2132,27136,50688,56,0,32.0,-4.0,36.0,"(33, 17)",5,20
U5620,2133,29440,53760,56,0,32.0,-1.0,33.0,"(35, 18)",5,14
U5621,2134,28032,50688,56,0,32.0,-4.0,36.0,"(33, 17)",5,20
U5622,2135,28544,53760,50,6,32.0,-1.0,33.0,"(35, 18)",4,14
U5623,2136,8192,66048,46,0,29.0,-6.0,35.0,"(43, 5)",5,20
U5624,2137,70656,32256,9,6,24.0,-2.0,26.0,"(21, 45)",5,25
U5625,2138,71040,29184,9,0,23.0,-3.0,26.0,"(19, 45)",5,25
U5626,2139,69760,29184,9,6,23.0,-3.0,26.0,"(19, 45)",5,25
U5627,2140,58240,32256,56,6,21.0,-7.0,28.0,"(21, 37)",5,20
U5628,2141,59904,32256,56,6,31.0,-5.0,36.0,"(21, 38)",5,14
U5629,2142,57344,32256,56,6,21.0,-7.0,28.0,"(21, 37)",5,20
U5630,2143,59136,32256,50,6,31.0,-5.0,36.0,"(21, 38)",4,14
U5631,2144,70656,29184,46,6,23.0,-3.0,26.0,"(19, 45)",5,25
U5632,2145,30848,72192,9,0,30.0,3.0,27.0,"(47, 19)",5,25
U5633,2146,28544,75264,9,0,28.0,-8.0,36.0,"(49, 18)",5,20
U5634,2147,27264,72192,9,0,32.0,-4.0,36.0,"(47, 17)",5,13
U5635,2148,33280,56832,56,0,28.0,-2.0,30.0,"(37, 21)",5,21
U5636,2149,34176,53760,56,0,28.0,-8.0,36.0,"(35, 21)",5,13
U5637,2150,31872,53760,56,0,28.0,-8.0,36.0,"(35, 20)",5,8
U5638,2151,33024,56832,50,6,28.0,-2.0,30.0,"(37, 21)",4,21
U5639,2152,29952,72192,46,4,30.0,3.0,27.0,"(47, 19)",5,25
U5640,2153,10880,50688,9,0,27.0,-2.0,29.0,"(33, 6)",5,20
U5641,2154,9088,50688,9,0,30.0,-5.0,35.0,"(33, 5)",5,15
U5642,2155,8192,47616,9,6,29.0,-6.0,35.0,"(31, 5)",5,20
U5643,2156,28160,44544,56,0,26.0,-10.0,36.0,"(29, 18)",5,19
U5644,2157,29184,44544,56,6,26.0,-10.0,36.0,"(29, 18)",5,19
U5645,2158,27264,41472,56,0,28.0,-8.0,36.0,"(27, 17)",5,12
U5646,2159,28416,44544,50,6,26.0,-10.0,36.0,"(29, 18)",4,19
U5647,2160,7168,50688,46,6,20.0,-10.0,30.0,"(33, 4)",5,10
U5648,2161,23552,16896,9,6,27.0,-9.0,36.0,"(11, 15)",5,15
U5649,2162,24448,16896,9,6,27.0,-9.0,36.0,"(11, 15)",5,15
U5650,2163,21632,16896,9,6,28.0,-8.0,36.0,"(11, 13)",5,15
U5651,2164,42368,29184,56,0,26.0,-5.0,31.0,"(19, 27)",5,14
U5652,2165,43648,32256,56,6,26.0,-10.0,36.0,"(21, 28)",5,14
U5653,2166,44032,29184,56,6,27.0,-9.0,36.0,"(19, 28)",5,15
U5654,2167,43264,29184,50,0,26.0,-5.0,31.0,"(19, 27)",4,14
U5655,2168,23168,13824,46,0,25.0,-4.0,29.0,"(9, 14)",5,15
U5656,2169,48768,16896,9,6,28.0,-7.0,35.0,"(11, 31)",5,12
U5657,2170,48000,13824,9,0,26.0,-8.0,34.0,"(9, 30)",5,20
U5658,2171,43520,13824,9,0,29.0,-7.0,36.0,"(9, 28)",5,15
U5659,2172,50816,29184,56,6,22.0,-7.0,29.0,"(19, 32)",5,16
U5660,2173,49152,29184,56,0,22.0,-13.0,35.0,"(19, 31)",5,17
U5661,2174,48768,29184,56,6,22.0,-13.0,35.0,"(19, 31)",5,17
U5662,2175,50048,29184,50,0,22.0,-7.0,29.0,"(19, 32)",4,16
U5663,2176,49792,13824,46,0,26.0,-10.0,36.0,"(9, 32)",5,20
U5666,2177,12672,19968,9,0,28.0,-8.0,36.0,"(13, 7)",5,15
U5669,2178,8320,23040,9,0,23.0,-13.0,36.0,"(15, 5)",5,10
U5672,2179,8320,26112,9,6,20.0,-9.0,29.0,"(17, 5)",5,10
U5675,2180,28288,32256,56,6,28.0,-5.0,33.0,"(21, 18)",5,19
